__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1778157024.173535,-0.005187481,-0.002557007,0.000000000,,,,,
1778157024.173555,,,,1778157024.173399687,-1.569535933,-0.007159559,0.000483943,-0.001769797
1778157024.174530,-0.005132608,-0.002542712,0.000000000,,,,,
1778157024.174553,,,,1778157024.174411058,-1.569543177,-0.007164748,0.000482151,-0.001772367
1778157024.175546,-0.005076042,-0.002527967,0.000000000,,,,,
1778157024.175566,,,,1778157024.175400734,-1.569550290,-0.007169784,0.000480390,-0.001774875
1778157024.176519,-0.005020538,-0.002513490,0.000000000,,,,,
1778157024.176541,,,,1778157024.176401138,-1.569557448,-0.007174792,0.000478617,-0.001777383
1778157024.177545,-0.004964711,-0.002498920,0.000000000,,,,,
1778157024.177569,,,,1778157024.177399874,-1.569564617,-0.007179750,0.000476839,-0.001779878
1778157024.178520,-0.004908830,-0.002484327,0.000000000,,,,,
1778157024.178538,,,,1778157024.178389311,-1.569571622,-0.007184536,0.000475102,-0.001782300
1778157024.179690,-0.004854268,-0.002470071,0.000000000,,,,,
1778157024.179720,,,,1778157024.179517508,-1.569579268,-0.007189698,0.000473204,-0.001784927
1778157024.180569,-0.004794744,-0.002454506,0.000000000,,,,,
1778157024.180595,,,,1778157024.180454731,-1.569586374,-0.007194434,0.000471438,-0.001787351
1778157024.181540,-0.004739463,-0.002440043,0.000000000,,,,,
1778157024.181561,,,,1778157024.181416035,-1.569593488,-0.007199118,0.000469669,-0.001789763
1778157024.182526,-0.004684148,-0.002425563,0.000000000,,,,,
1778157024.182544,,,,1778157024.182384968,-1.569600413,-0.007203621,0.000467947,-0.001792095
1778157024.183554,-0.004630338,-0.002411469,0.000000000,,,,,
1778157024.183576,,,,1778157024.183413506,-1.569607855,-0.007208401,0.000466094,-0.001794584
1778157024.184559,-0.004572553,-0.002396323,0.000000000,,,,,
1778157024.184583,,,,1778157024.184417486,-1.569615113,-0.007213002,0.000464286,-0.001796995
1778157024.185549,-0.004516222,-0.002381550,0.000000000,,,,,
1778157024.185568,,,,1778157024.185415506,-1.569622320,-0.007217512,0.000462489,-0.001799373
1778157024.186590,-0.004460329,-0.002366883,0.000000000,,,,,
1778157024.186608,,,,1778157024.186435223,-1.569629591,-0.007222002,0.000460675,-0.001801756
1778157024.187557,-0.004403968,-0.002352084,0.000000000,,,,,
1778157024.187578,,,,1778157024.187413216,-1.569636782,-0.007226385,0.000458880,-0.001804097
1778157024.188537,-0.004348263,-0.002337449,0.000000000,,,,,
1778157024.188556,,,,1778157024.188402891,-1.569643979,-0.007230713,0.000457082,-0.001806423
1778157024.189550,-0.004292550,-0.002322803,0.000000000,,,,,
1778157024.189573,,,,1778157024.189412117,-1.569651214,-0.007235006,0.000455273,-0.001808746
1778157024.190569,-0.004236567,-0.002308077,0.000000000,,,,,
1778157024.190594,,,,1778157024.190435410,-1.569658502,-0.007239270,0.000453450,-0.001811070
1778157024.191581,-0.004180221,-0.002293246,0.000000000,,,,,
1778157024.191599,,,,1778157024.191431284,-1.569665751,-0.007243454,0.000451635,-0.001813365
1778157024.192614,-0.004124202,-0.002278493,0.000000000,,,,,
1778157024.192636,,,,1778157024.192445517,-1.569673003,-0.007247580,0.000449818,-0.001815645
1778157024.193559,-0.004068199,-0.002263735,0.000000000,,,,,
1778157024.193579,,,,1778157024.193413973,-1.569680208,-0.007251623,0.000448012,-0.001817894
1778157024.194539,-0.004012584,-0.002249071,0.000000000,,,,,
1778157024.194560,,,,1778157024.194398880,-1.569687431,-0.007255617,0.000446200,-0.001820133
1778157024.195593,-0.003956874,-0.002234373,0.000000000,,,,,
1778157024.195616,,,,1778157024.195443153,-1.569694766,-0.007259615,0.000444359,-0.001822390
1778157024.196754,-0.003900334,-0.002219447,0.000000000,,,,,
1778157024.196794,,,,1778157024.196496487,-1.569702203,-0.007263609,0.000442490,-0.001824663
1778157024.197573,-0.003843031,-0.002204310,0.000000000,,,,,
1778157024.197586,,,,1778157024.197453260,-1.569709348,-0.007267387,0.000440695,-0.001826830
1778157024.198559,-0.003788026,-0.002189772,0.000000000,,,,,
1778157024.198577,,,,1778157024.198405981,-1.569716538,-0.007271132,0.000438886,-0.001828995
1778157024.199579,-0.003732703,-0.002175141,0.000000000,,,,,
1778157024.199597,,,,1778157024.199418068,-1.569723812,-0.007274865,0.000437055,-0.001831170
1778157024.200576,-0.003676765,-0.002160339,0.000000000,,,,,
1778157024.200593,,,,1778157024.200415850,-1.569731073,-0.007278533,0.000435226,-0.001833326
1778157024.201567,-0.003620956,-0.002145562,0.000000000,,,,,
1778157024.201586,,,,1778157024.201414108,-1.569738356,-0.007282154,0.000433390,-0.001835471
1778157024.202555,-0.003565020,-0.002130743,0.000000000,,,,,
1778157024.202587,,,,1778157024.202409267,-1.569745605,-0.007285701,0.000431562,-0.001837591
1778157024.203574,-0.003509376,-0.002115993,0.000000000,,,,,
1778157024.203589,,,,1778157024.203410864,-1.569752959,-0.007289242,0.000429706,-0.001839726
1778157024.204561,-0.003452954,-0.002101027,0.000000000,,,,,
1778157024.204579,,,,1778157024.204412222,-1.569760226,-0.007292683,0.000427871,-0.001841820
1778157024.205528,-0.003397239,-0.002086240,0.000000000,,,,,
1778157024.205545,,,,1778157024.205407619,-1.569767508,-0.007296073,0.000426030,-0.001843902
1778157024.206574,-0.003341442,-0.002071423,0.000000000,,,,,
1778157024.206595,,,,1778157024.206427813,-1.569774884,-0.007299450,0.000424165,-0.001845995
1778157024.207552,-0.003284960,-0.002056415,0.000000000,,,,,
1778157024.207571,,,,1778157024.207414150,-1.569782129,-0.007302709,0.000422332,-0.001848035
1778157024.208540,-0.003229514,-0.002041673,0.000000000,,,,,
1778157024.208561,,,,1778157024.208414555,-1.569789429,-0.007305936,0.000420483,-0.001850075
1778157024.209546,-0.003173678,-0.002026820,0.000000000,,,,,
1778157024.209563,,,,1778157024.209411144,-1.569796810,-0.007309140,0.000418613,-0.001852122
1778157024.210525,-0.003117257,-0.002011801,0.000000000,,,,,
1778157024.210545,,,,1778157024.210399628,-1.569804040,-0.007312223,0.000416779,-0.001854111
1778157024.211523,-0.003062024,-0.001997091,0.000000000,,,,,
1778157024.211542,,,,1778157024.211397886,-1.569811357,-0.007315286,0.000414923,-0.001856109
1778157024.212618,-0.003006159,-0.001982203,0.000000000,,,,,
1778157024.212646,,,,1778157024.212458849,-1.569818754,-0.007318324,0.000413045,-0.001858112
1778157024.213612,-0.002949719,-0.001967153,0.000000000,,,,,
1778157024.213637,,,,1778157024.213475704,-1.569826203,-0.007321325,0.000411152,-0.001860114
1778157024.214542,-0.002892913,-0.001951996,0.000000000,,,,,
1778157024.214557,,,,1778157024.214414120,-1.569833379,-0.007324159,0.000409328,-0.001862026
1778157024.215516,-0.002838226,-0.001937397,0.000000000,,,,,
1778157024.215541,,,,1778157024.215387344,-1.569840625,-0.007326966,0.000407484,-0.001863942
1778157024.216603,-0.002783035,-0.001922654,0.000000000,,,,,
1778157024.216634,,,,1778157024.216396809,-1.569847972,-0.007329756,0.000405614,-0.001865869
1778157024.217557,-0.002727106,-0.001907706,0.000000000,,,,,
1778157024.217575,,,,1778157024.217401028,-1.569855306,-0.007332484,0.000403746,-0.001867777
1778157024.218569,-0.002671316,-0.001892786,0.000000000,,,,,
1778157024.218587,,,,1778157024.218407869,-1.569862694,-0.007335174,0.000401863,-0.001869684
1778157024.219533,-0.002615143,-0.001877754,0.000000000,,,,,
1778157024.219552,,,,1778157024.219394684,-1.569869969,-0.007337767,0.000400007,-0.001871546
1778157024.220521,-0.002559861,-0.001862953,0.000000000,,,,,
1778157024.220674,,,,1778157024.220428228,-1.569877361,-0.007340345,0.000398121,-0.001873422
1778157024.221534,-0.002503724,-0.001847913,0.000000000,,,,,
1778157024.221558,,,,1778157024.221405745,-1.569884714,-0.007342852,0.000396243,-0.001875272
1778157024.222526,-0.002447921,-0.001832955,0.000000000,,,,,
1778157024.222552,,,,1778157024.222388744,-1.569891789,-0.007345210,0.000394435,-0.001877038
1778157024.223557,-0.002394260,-0.001818563,0.000000000,,,,,
1778157024.223583,,,,1778157024.223405838,-1.569899389,-0.007347686,0.000392491,-0.001878919
1778157024.224589,-0.002336645,-0.001803100,0.000000000,,,,,
1778157024.224616,,,,1778157024.224432707,-1.569906771,-0.007350033,0.000390603,-0.001880730
1778157024.225585,-0.002280721,-0.001788083,0.000000000,,,,,
1778157024.225612,,,,1778157024.225430250,-1.569914135,-0.007352317,0.000388717,-0.001882520
1778157024.226521,-0.002224963,-0.001773102,0.000000000,,,,,
1778157024.226547,,,,1778157024.226382971,-1.569921193,-0.007354453,0.000386909,-0.001884222
1778157024.227554,-0.002171553,-0.001758744,0.000000000,,,,,
1778157024.227579,,,,1778157024.227415085,-1.569928743,-0.007356681,0.000384973,-0.001886027
1778157024.228504,-0.002114455,-0.001743385,0.000000000,,,,,
1778157024.228529,,,,1778157024.228374958,-1.569935851,-0.007358724,0.000383150,-0.001887711
1778157024.229607,-0.002060730,-0.001728926,0.000000000,,,,,
1778157024.229640,,,,1778157024.229476213,-1.569943613,-0.007360897,0.000381157,-0.001889534
1778157024.230591,-0.002002098,-0.001713134,0.000000000,,,,,
1778157024.230618,,,,1778157024.230454445,-1.569950979,-0.007362900,0.000379265,-0.001891248
1778157024.231556,-0.001946488,-0.001698149,0.000000000,,,,,
1778157024.231574,,,,1778157024.231435299,-1.569958346,-0.007364847,0.000377372,-0.001892947
1778157024.232557,-0.001890906,-0.001683163,0.000000000,,,,,
1778157024.232658,,,,1778157024.232395172,-1.569965598,-0.007366708,0.000375507,-0.001894604
1778157024.233577,-0.001836223,-0.001668411,0.000000000,,,,,
1778157024.233593,,,,1778157024.233412743,-1.569973024,-0.007368559,0.000373596,-0.001896285
1778157024.234523,-0.001780264,-0.001653306,0.000000000,,,,,
1778157024.234540,,,,1778157024.234405994,-1.569980368,-0.007370333,0.000371704,-0.001897933
1778157024.235579,-0.001724948,-0.001638366,0.000000000,,,,,
1778157024.235605,,,,1778157024.235402584,-1.569987740,-0.007372058,0.000369805,-0.001899571
1778157024.236514,-0.001669465,-0.001623372,0.000000000,,,,,
1778157024.236530,,,,1778157024.236388445,-1.569994968,-0.007373694,0.000367941,-0.001901162
1778157024.237546,-0.001615087,-0.001608669,0.000000000,,,,,
1778157024.237563,,,,1778157024.237404823,-1.570002488,-0.007375341,0.000366001,-0.001902803
1778157024.238505,-0.001558547,-0.001593371,0.000000000,,,,,
1778157024.238521,,,,1778157024.238362074,-1.570009553,-0.007376834,0.000364177,-0.001904328
1778157024.239546,-0.001505466,-0.001579003,0.000000000,,,,,
1778157024.239562,,,,1778157024.239392281,-1.570017151,-0.007378384,0.000362215,-0.001905955
1778157024.240522,-0.001448404,-0.001563546,0.000000000,,,,,
1778157024.240539,,,,1778157024.240388870,-1.570024494,-0.007379825,0.000360317,-0.001907510
1778157024.241533,-0.001393298,-0.001548611,0.000000000,,,,,
1778157024.241549,,,,1778157024.241393328,-1.570031940,-0.007381231,0.000358391,-0.001909072
1778157024.242534,-0.001337448,-0.001533466,0.000000000,,,,,
1778157024.242550,,,,1778157024.242392540,-1.570039297,-0.007382563,0.000356487,-0.001910600
1778157024.243538,-0.001282302,-0.001518503,0.000000000,,,,,
1778157024.243554,,,,1778157024.243394136,-1.570046691,-0.007383847,0.000354572,-0.001912121
1778157024.244529,-0.001226901,-0.001503462,0.000000000,,,,,
1778157024.244546,,,,1778157024.244399786,-1.570054118,-0.007385081,0.000352647,-0.001913633
1778157024.245515,-0.001171293,-0.001488356,0.000000000,,,,,
1778157024.245541,,,,1778157024.245383501,-1.570061337,-0.007386226,0.000350776,-0.001915088
1778157024.246565,-0.001117276,-0.001473675,0.000000000,,,,,
1778157024.246584,,,,1778157024.246435165,-1.570069047,-0.007387392,0.000348776,-0.001916626
1778157024.247569,-0.001059617,-0.001457992,0.000000000,,,,,
1778157024.247587,,,,1778157024.247432947,-1.570076384,-0.007388444,0.000346871,-0.001918074
1778157024.248550,-0.001004779,-0.001443070,0.000000000,,,,,
1778157024.248566,,,,1778157024.248393774,-1.570083671,-0.007389435,0.000344978,-0.001919497
1778157024.249579,-0.000950341,-0.001428248,0.000000000,,,,,
1778157024.249597,,,,1778157024.249418020,-1.570091116,-0.007390393,0.000343043,-0.001920936
1778157024.250565,-0.000894762,-0.001413106,0.000000000,,,,,
1778157024.250616,,,,1778157024.250409603,-1.570098494,-0.007391286,0.000341124,-0.001922346
1778157024.251590,-0.000839719,-0.001398102,0.000000000,,,,,
1778157024.251606,,,,1778157024.251409292,-1.570105887,-0.007392126,0.000339200,-0.001923744
1778157024.252559,-0.000784590,-0.001383066,0.000000000,,,,,
1778157024.252577,,,,1778157024.252408028,-1.570113271,-0.007392909,0.000337277,-0.001925126
1778157024.253523,-0.000729561,-0.001368048,0.000000000,,,,,
1778157024.253542,,,,1778157024.253418446,-1.570120662,-0.007393638,0.000335351,-0.001926493
1778157024.254558,-0.000674513,-0.001353017,0.000000000,,,,,
1778157024.254574,,,,1778157024.254411697,-1.570128076,-0.007394315,0.000333418,-0.001927850
1778157024.255524,-0.000619328,-0.001337940,0.000000000,,,,,
1778157024.255550,,,,1778157024.255414486,-1.570135470,-0.007394934,0.000331489,-0.001929188
1778157024.256542,-0.000564319,-0.001322901,0.000000000,,,,,
1778157024.256568,,,,1778157024.256423473,-1.570142879,-0.007395499,0.000329555,-0.001930513
1778157024.257559,-0.000509236,-0.001307834,0.000000000,,,,,
1778157024.257577,,,,1778157024.257426977,-1.570150296,-0.007396010,0.000327618,-0.001931824
1778157024.258512,-0.000454123,-0.001292751,0.000000000,,,,,
1778157024.258529,,,,1778157024.258391857,-1.570157611,-0.007396459,0.000325706,-0.001933103
1778157024.259526,-0.000399794,-0.001277873,0.000000000,,,,,
1778157024.259554,,,,1778157024.259404421,-1.570165038,-0.007396861,0.000323764,-0.001934386
1778157024.260529,-0.000344676,-0.001262771,0.000000000,,,,,
1778157024.260554,,,,1778157024.260434151,-1.570172452,-0.007397206,0.000321824,-0.001935652
1778157024.261615,-0.000289683,-0.001247694,0.000000000,,,,,
1778157024.261643,,,,1778157024.261468172,-1.570179942,-0.007397499,0.000319863,-0.001936915
1778157024.262566,-0.000234154,-0.001232461,0.000000000,,,,,
1778157024.262588,,,,1778157024.262441158,-1.570187280,-0.007397732,0.000317940,-0.001938138
1778157024.263597,-0.000179792,-0.001217540,0.000000000,,,,,
1778157024.263618,,,,1778157024.263462067,-1.570194735,-0.007397913,0.000315986,-0.001939365
1778157024.264571,-0.000124585,-0.001202378,0.000000000,,,,,
1778157024.264596,,,,1778157024.264406919,-1.570202059,-0.007398036,0.000314065,-0.001940555
1778157024.265575,-0.000070385,-0.001187485,0.000000000,,,,,
1778157024.265599,,,,1778157024.265404463,-1.570209413,-0.007398106,0.000312135,-0.001941735
1778157024.266562,-0.000016003,-0.001172533,0.000000000,,,,,
1778157024.266579,,,,1778157024.266411066,-1.570216802,-0.007398122,0.000310194,-0.001942906
1778157024.267559,0.000038620,-0.001157506,0.000000000,,,,,
1778157024.267577,,,,1778157024.267405748,-1.570224201,-0.007398083,0.000308250,-0.001944064
1778157024.268545,0.000093273,-0.001142462,0.000000000,,,,,
1778157024.268561,,,,1778157024.268403769,-1.570231599,-0.007397990,0.000306305,-0.001945206
1778157024.269588,0.000147895,-0.001127418,0.000000000,,,,,
1778157024.269604,,,,1778157024.269450426,-1.570238814,-0.007397846,0.000304406,-0.001946306
1778157024.270534,0.000201133,-0.001112748,0.000000000,,,,,
1778157024.270551,,,,1778157024.270398617,-1.570246422,-0.007397639,0.000302404,-0.001947450
1778157024.271542,0.000257240,-0.001097276,0.000000000,,,,,
1778157024.271559,,,,1778157024.271394253,-1.570253752,-0.007397384,0.000300473,-0.001948538
1778157024.272528,0.000311260,-0.001082372,0.000000000,,,,,
1778157024.272544,,,,1778157024.272394419,-1.570261130,-0.007397074,0.000298528,-0.001949617
1778157024.273509,0.000365608,-0.001067370,0.000000000,,,,,
1778157024.273526,,,,1778157024.273363590,-1.570268304,-0.007396719,0.000296636,-0.001950653
1778157024.274495,0.000418418,-0.001052784,0.000000000,,,,,
1778157024.274512,,,,1778157024.274364471,-1.570275706,-0.007396300,0.000294683,-0.001951706
1778157024.275549,0.000472876,-0.001037734,0.000000000,,,,,
1778157024.275565,,,,1778157024.275399208,-1.570283360,-0.007395811,0.000292662,-0.001952780
1778157024.276518,0.000529155,-0.001022170,0.000000000,,,,,
1778157024.276536,,,,1778157024.276394844,-1.570290721,-0.007395284,0.000290717,-0.001953797
1778157024.277533,0.000583249,-0.001007203,0.000000000,,,,,
1778157024.277549,,,,1778157024.277397156,-1.570298152,-0.007394698,0.000288753,-0.001954810
1778157024.278486,0.000637827,-0.000992093,0.000000000,,,,,
1778157024.278509,,,,1778157024.278363705,-1.570305267,-0.007394084,0.000286871,-0.001955764
1778157024.279592,0.000690049,-0.000977628,0.000000000,,,,,
1778157024.279619,,,,1778157024.279452085,-1.570313042,-0.007393359,0.000284813,-0.001956792
1778157024.280595,0.000747086,-0.000961818,0.000000000,,,,,
1778157024.280619,,,,1778157024.280460596,-1.570320557,-0.007392599,0.000282823,-0.001957770
1778157024.281583,0.000802178,-0.000946539,0.000000000,,,,,
1778157024.281601,,,,1778157024.281423807,-1.570327796,-0.007391814,0.000280905,-0.001958697
1778157024.282604,0.000855222,-0.000931820,0.000000000,,,,,
1778157024.282629,,,,1778157024.282438278,-1.570335188,-0.007390958,0.000278945,-0.001959629
1778157024.283598,0.000909352,-0.000916791,0.000000000,,,,,
1778157024.283622,,,,1778157024.283436537,-1.570342603,-0.007390046,0.000276978,-0.001960549
1778157024.284561,0.000963614,-0.000901717,0.000000000,,,,,
1778157024.284584,,,,1778157024.284404516,-1.570349963,-0.007389086,0.000275024,-0.001961447
1778157024.285562,0.001017446,-0.000886754,0.000000000,,,,,
1778157024.285586,,,,1778157024.285409451,-1.570357315,-0.007388074,0.000273071,-0.001962330
1778157024.286544,0.001071195,-0.000871805,0.000000000,,,,,
1778157024.286569,,,,1778157024.286444664,-1.570364782,-0.007386991,0.000271087,-0.001963211
1778157024.287515,0.001125740,-0.000856625,0.000000000,,,,,
1778157024.287537,,,,1778157024.287421703,-1.570372154,-0.007385867,0.000269126,-0.001964066
1778157024.288528,0.001179572,-0.000841636,0.000000000,,,,,
1778157024.288553,,,,1778157024.288424730,-1.570379524,-0.007384690,0.000267166,-0.001964906
1778157024.289580,0.001233346,-0.000826654,0.000000000,,,,,
1778157024.289605,,,,1778157024.289415121,-1.570386881,-0.007383461,0.000265207,-0.001965729
1778157024.290524,0.001287003,-0.000811697,0.000000000,,,,,
1778157024.290548,,,,1778157024.290366173,-1.570393949,-0.007382229,0.000263324,-0.001966507
1778157024.291571,0.001338519,-0.000797330,0.000000000,,,,,
1778157024.291597,,,,1778157024.291408300,-1.570401645,-0.007380833,0.000261273,-0.001967338
1778157024.292541,0.001394574,-0.000781684,0.000000000,,,,,
1778157024.292564,,,,1778157024.292412519,-1.570409030,-0.007379438,0.000259303,-0.001968120
1778157024.293570,0.001448338,-0.000766670,0.000000000,,,,,
1778157024.293586,,,,1778157024.293413401,-1.570416417,-0.007377988,0.000257332,-0.001968888
1778157024.294561,0.001502083,-0.000751653,0.000000000,,,,,
1778157024.294579,,,,1778157024.294419765,-1.570423747,-0.007376495,0.000255375,-0.001969635
1778157024.295503,0.001555384,-0.000736752,0.000000000,,,,,
1778157024.295525,,,,1778157024.295371294,-1.570430887,-0.007374989,0.000253467,-0.001970348
1778157024.296649,0.001607271,-0.000722239,0.000000000,,,,,
1778157024.296673,,,,1778157024.296477795,-1.570438649,-0.007373297,0.000251392,-0.001971108
1778157024.297584,0.001663648,-0.000706457,0.000000000,,,,,
1778157024.297613,,,,1778157024.297425032,-1.570445898,-0.007371661,0.000249453,-0.001971803
1778157024.298533,0.001716267,-0.000691721,0.000000000,,,,,
1778157024.298547,,,,1778157024.298414230,-1.570453272,-0.007369944,0.000247479,-0.001972495
1778157024.299526,0.001769763,-0.000676731,0.000000000,,,,,
1778157024.299543,,,,1778157024.299417019,-1.570460663,-0.007368169,0.000245500,-0.001973174
1778157024.300644,0.001823344,-0.000661708,0.000000000,,,,,
1778157024.300667,,,,1778157024.300437927,-1.570468044,-0.007366342,0.000243522,-0.001973837
1778157024.301549,0.001876823,-0.000646704,0.000000000,,,,,
1778157024.301577,,,,1778157024.301399946,-1.570475325,-0.007364486,0.000241570,-0.001974476
1778157024.302518,0.001929552,-0.000631903,0.000000000,,,,,
1778157024.302540,,,,1778157024.302395344,-1.570482639,-0.007362569,0.000239608,-0.001975104
1778157024.303568,0.001982482,-0.000617037,0.000000000,,,,,
1778157024.303591,,,,1778157024.303411722,-1.570490115,-0.007360556,0.000237601,-0.001975731
1778157024.304513,0.002036563,-0.000601838,0.000000000,,,,,
1778157024.304530,,,,1778157024.304409742,-1.570497459,-0.007358523,0.000235629,-0.001976332
1778157024.305510,0.002089650,-0.000586911,0.000000000,,,,,
1778157024.305534,,,,1778157024.305396318,-1.570504775,-0.007356445,0.000233663,-0.001976915
1778157024.306560,0.002142503,-0.000572040,0.000000000,,,,,
1778157024.306583,,,,1778157024.306399822,-1.570512128,-0.007354303,0.000231686,-0.001977487
1778157024.307556,0.002195592,-0.000557094,0.000000000,,,,,
1778157024.307580,,,,1778157024.307392359,-1.570519460,-0.007352113,0.000229713,-0.001978043
1778157024.308518,0.002248500,-0.000542191,0.000000000,,,,,
1778157024.308541,,,,1778157024.308402300,-1.570526816,-0.007349863,0.000227733,-0.001978585
1778157024.309592,0.002301546,-0.000527240,0.000000000,,,,,
1778157024.309616,,,,1778157024.309400320,-1.570534153,-0.007347565,0.000225757,-0.001979112
1778157024.310514,0.002354430,-0.000512327,0.000000000,,,,,
1778157024.310538,,,,1778157024.310402870,-1.570541514,-0.007345205,0.000223773,-0.001979625
1778157024.311519,0.002407450,-0.000497365,0.000000000,,,,,
1778157024.311541,,,,1778157024.311392307,-1.570548840,-0.007342803,0.000221797,-0.001980121
1778157024.312548,0.002460189,-0.000482475,0.000000000,,,,,
1778157024.312585,,,,1778157024.312446117,-1.570556203,-0.007340335,0.000219810,-0.001980605
1778157024.313571,0.002513165,-0.000467509,0.000000000,,,,,
1778157024.313595,,,,1778157024.313451529,-1.570563630,-0.007337792,0.000217805,-0.001981079
1778157024.314530,0.002566563,-0.000452415,0.000000000,,,,,
1778157024.314553,,,,1778157024.314410210,-1.570570909,-0.007335245,0.000215839,-0.001981528
1778157024.315568,0.002618875,-0.000437619,0.000000000,,,,,
1778157024.315589,,,,1778157024.315428019,-1.570578237,-0.007332627,0.000213858,-0.001981965
1778157024.316548,0.002671503,-0.000422725,0.000000000,,,,,
1778157024.316658,,,,1778157024.316426277,-1.570585585,-0.007329950,0.000211871,-0.001982389
1778157024.317548,0.002724241,-0.000407792,0.000000000,,,,,
1778157024.317564,,,,1778157024.317410946,-1.570592872,-0.007327240,0.000209899,-0.001982794
1778157024.318555,0.002776512,-0.000392982,0.000000000,,,,,
1778157024.318574,,,,1778157024.318409443,-1.570600200,-0.007324462,0.000207915,-0.001983187
1778157024.319610,0.002829046,-0.000378088,0.000000000,,,,,
1778157024.319628,,,,1778157024.319413900,-1.570607512,-0.007321637,0.000205934,-0.001983565
1778157024.320694,0.002881437,-0.000363227,0.000000000,,,,,
1778157024.320716,,,,1778157024.320491552,-1.570614985,-0.007318695,0.000203908,-0.001983936
1778157024.321588,0.002934942,-0.000348039,0.000000000,,,,,
1778157024.321605,,,,1778157024.321406603,-1.570622170,-0.007315812,0.000201959,-0.001984278
1778157024.322493,0.002986361,-0.000333437,0.000000000,,,,,
1778157024.322508,,,,1778157024.322403431,-1.570629448,-0.007312840,0.000199984,-0.001984610
1778157024.323514,0.003038409,-0.000318647,0.000000000,,,,,
1778157024.323530,,,,1778157024.323403597,-1.570636762,-0.007309800,0.000197998,-0.001984928
1778157024.324567,0.003090689,-0.000303782,0.000000000,,,,,
1778157024.324584,,,,1778157024.324406147,-1.570644119,-0.007306688,0.000195999,-0.001985234
1778157024.325493,0.003143243,-0.000288831,0.000000000,,,,,
1778157024.325509,,,,1778157024.325363636,-1.570651090,-0.007303688,0.000194104,-0.001985510
1778157024.326548,0.003193007,-0.000274667,0.000000000,,,,,
1778157024.326571,,,,1778157024.326391935,-1.570658604,-0.007300402,0.000192060,-0.001985793
1778157024.327574,0.003246617,-0.000259395,0.000000000,,,,,
1778157024.327596,,,,1778157024.327424765,-1.570666022,-0.007297101,0.000190041,-0.001986056
1778157024.328525,0.003299510,-0.000244320,0.000000000,,,,,
1778157024.328542,,,,1778157024.328408480,-1.570673275,-0.007293820,0.000188066,-0.001986299
1778157024.329536,0.003351197,-0.000229581,0.000000000,,,,,
1778157024.329565,,,,1778157024.329445362,-1.570680618,-0.007290445,0.000186065,-0.001986530
1778157024.330516,0.003403491,-0.000214659,0.000000000,,,,,
1778157024.330539,,,,1778157024.330414057,-1.570687875,-0.007287055,0.000184087,-0.001986744
1778157024.331602,0.003455147,-0.000199910,0.000000000,,,,,
1778157024.331634,,,,1778157024.331452608,-1.570695207,-0.007283577,0.000182087,-0.001986946
1778157024.332546,0.003507304,-0.000185010,0.000000000,,,,,
1778157024.332572,,,,1778157024.332428694,-1.570702463,-0.007280081,0.000180106,-0.001987130
1778157024.333623,0.003558885,-0.000170266,0.000000000,,,,,
1778157024.333649,,,,1778157024.333442926,-1.570709763,-0.007276511,0.000178112,-0.001987301
1778157024.334612,0.003610747,-0.000155432,0.000000000,,,,,
1778157024.334638,,,,1778157024.334434986,-1.570717033,-0.007272902,0.000176126,-0.001987456
1778157024.335610,0.003662366,-0.000140659,0.000000000,,,,,
1778157024.335637,,,,1778157024.335413694,-1.570724269,-0.007269256,0.000174147,-0.001987596
1778157024.336574,0.003713712,-0.000125956,0.000000000,,,,,
1778157024.336592,,,,1778157024.336444378,-1.570731629,-0.007265494,0.000172134,-0.001987724
1778157024.337551,0.003765908,-0.000111000,0.000000000,,,,,
1778157024.337571,,,,1778157024.337414503,-1.570738808,-0.007261771,0.000170168,-0.001987833
1778157024.338575,0.003816792,-0.000096412,0.000000000,,,,,
1778157024.338592,,,,1778157024.338429213,-1.570746125,-0.007257923,0.000168164,-0.001987931
1778157024.339537,0.003868621,-0.000081543,0.000000000,,,,,
1778157024.339550,,,,1778157024.339416027,-1.570753306,-0.007254094,0.000166196,-0.001988011
1778157024.340529,0.003919453,-0.000066953,0.000000000,,,,,
1778157024.340542,,,,1778157024.340411186,-1.570760546,-0.007250180,0.000164211,-0.001988078
1778157024.341557,0.003970669,-0.000052243,0.000000000,,,,,
1778157024.341574,,,,1778157024.341411352,-1.570767790,-0.007246211,0.000162224,-0.001988130
1778157024.342528,0.004021887,-0.000037524,0.000000000,,,,,
1778157024.342542,,,,1778157024.342405796,-1.570775034,-0.007242187,0.000160235,-0.001988168
1778157024.343579,0.004073077,-0.000022803,0.000000000,,,,,
1778157024.343600,,,,1778157024.343425035,-1.570782276,-0.007238112,0.000158246,-0.001988191
1778157024.344734,0.004124215,-0.000008090,0.000000000,,,,,
1778157024.344758,,,,1778157024.344466448,-1.570789584,-0.007233946,0.000156237,-0.001988199
1778157024.345584,0.004175790,0.000006760,0.000000000,,,,,
1778157024.345665,,,,1778157024.345480204,-1.570796834,-0.007229758,0.000154243,-0.001988192
1778157024.346623,0.004226928,0.000021492,0.000000000,,,,,
1778157024.346679,,,,1778157024.346491098,-1.570804066,-0.007225528,0.000152253,-0.001988171
1778157024.347539,0.004277900,0.000036185,0.000000000,,,,,
